Query ID,Hit ID,Description,E-value,Score,Query Length,Alignment Length,Identity
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.061e-61,282.0,11730,297,238
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.70325e-61,281.0,11730,297,238
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.70325e-61,280.0,11730,288,233
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.29256e-60,279.0,11730,275,225
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.29256e-60,279.0,11730,303,241
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.29256e-60,278.0,11730,257,212
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.57466e-59,274.0,11730,291,236
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.91833e-58,270.0,11730,295,235
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",6.69563e-58,268.0,11730,304,240
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",6.69563e-58,268.0,11730,292,231
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",8.15694e-57,265.0,11730,277,222
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",8.15694e-57,265.0,11730,311,243
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.2106e-54,257.0,11730,294,232
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",4.2254e-54,255.0,11730,308,240
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.47481e-53,252.0,11730,291,229
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",5.14759e-53,250.0,11730,204,173
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",5.14759e-53,250.0,11730,305,237
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.79669e-52,249.0,11730,214,181
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",6.27105e-52,247.0,11730,295,229
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.18881e-51,245.0,11730,293,227
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.18881e-51,244.0,11730,236,191
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",3.24848e-49,236.0,11730,296,229
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.68276e-46,226.0,11730,297,226
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.05002e-45,223.0,11730,297,227
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.15526e-45,221.0,11730,241,192
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",7.15526e-45,220.0,11730,243,193
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",5.50096e-40,203.0,11730,192,157
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",1.92002e-39,201.0,11730,224,177
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.84957e-37,193.0,11730,297,217
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",2.84957e-37,193.0,11730,305,227
NG_008477.2,gi|16944878|emb|AL158826.23|,"Human DNA sequence from clone RP11-244N20 on chromosome 9 Contains the 5' end of the ABO gene for ABO blood group (transferase A alpha 1-3-N-acetylgalactosaminyltransferase; transferase B alpha 1-3-galactosyltransferase) pseudogene ABO-*O02 allele, the gene for a novel protein similar to lipocalin 1 (protein migrating faster than albumin tear prealbumin) (LCN1), a ribosomal protein L21 (RPL21) pseudogene, the RPL7A gene for ribosomal protein L7a, a novel gene (MGC43306), the XPMC2H gene for Xenopus prevents mitotic catastrophe 2 homolog, the 5' end of the ADAMTS13 gene for a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif 13, the SURF1 gene for surfeit 1, the SURF2 gene for surfeit 2, the SURF4 gene for surfeit 4, the SURF5 gene for surfeit 5, the SURF6 gene for surfeit 6 and eight CpG islands, complete sequence",9.94597e-37,191.0,11730,293,218
